"";"冰箱";"冷氣";"區";"地址";"坪數";"型態";"天然瓦斯";"床";"性別要求";"押金";"捷運站";"最短租期";"格局";"桌子";"椅子";"樓層";"沙發";"洗衣機";"火車站";"熱水器";"第四台";"網路";"編號";"衣櫃";"身份要求";"車 位";"開伙";"隔間材料";"電視";"養寵物";"現況";"總價格"
"658";0;1;"大安區";"台北市大安區瑞安街154巷";6;"透天厝";0;1;"女生";"二個月";1;"一年";"0";1;1;"2";0;1;0;1;0;1;6366662;1;"學生、上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";7000
"659";1;1;"松山區";"台北市松山區民族東路";4;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;0;1;6366832;1;"學生、上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";8000
"660";0;1;"文山區";"台北市文山區辛亥路五段118巷10號";6;"透天厝";1;1;"女生";"二個月";1;"一年";"0";1;1;"2";1;1;0;1;1;1;6366833;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"661";1;1;"北投區";"台北市北投區公館路63巷";5;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;1;1;6366847;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"662";0;0;"中山區";"台北市中山區大直街39巷";7;"公寓";1;1;"女生";"二個月";0;"一年";"0";1;1;"B1";0;1;0;0;1;1;6366948;1;"學生";"無";"不可以";"木板";0;"不可以";"雅房";7000
"663";1;1;"新莊區";"新北市新莊區五工二路62巷10號";4;"透天厝";0;1;"男女生皆可";"一個月";0;"半年";"0";1;1;"2";0;1;0;1;1;1;6366967;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"664";1;1;"信義區";"台北市信義區吳興街284巷22弄22號";2,5;"公寓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6366988;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4800
"665";1;1;"松山區";"台北市松山區民生東路三段130巷";4;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;1;1;1;0;6367024;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4350
"666";1;1;"林口區";"新北市林口區四維路245巷";5,5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;0;1;6367072;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"667";1;1;"南港區";"台北市南港區研究院路二段70巷3號";4,5;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"5";1;1;0;1;1;1;6367082;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"668";1;1;"士林區";"台北市士林區通河街";5;"公寓";0;1;"女生";"面議";1;"一年";"0";1;1;"3";0;0;0;1;0;0;6367415;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";10000
"669";0;1;"內湖區";"台北市內湖區文湖街21巷";9;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;1;1;6367518;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6800
"670";0;1;"南港區";"台北市南港區舊莊街一段181巷";5;"透天厝";0;1;"男生";"二個月";0;"三個月";"0";1;1;"3";0;1;0;1;0;0;6367562;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"671";1;1;"汐止區";"新北市汐止區莊敬街";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"4";1;1;0;1;0;0;6367603;1;"上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";8000
"672";1;1;"士林區";"台北市士林區重慶北路四段268號";3;"公寓";1;1;"男女生皆可";"面議";0;"一年";"0";1;1;"2";0;1;0;0;0;1;6367610;1;"學生、上班族";"無";"可以";"其他";0;"不可以";"雅房";6000
"673";1;1;"中山區";"台北市中山區雙城街25巷";4;"公寓";1;1;"男生";"面議";1;"三個月";"0";1;1;"3";1;1;0;1;1;1;6367626;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7500
"674";1;1;"中山區";"台北市中山區建國北路三段113巷";6;"公寓";0;1;"男女生皆可";"面議";0;"1月";"0";1;1;"4";1;1;0;1;1;1;6367836;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7500
"675";1;0;"松山區";"台北市松山區南京東路五段389巷6弄6號";4;"公寓";0;1;"女生";"一個月";0;"半年";"0";1;1;"1";0;1;0;1;1;1;6367862;1;"學生、上班族";"無";"不可以";"木板";1;"不可以";"雅房";5000
"676";1;1;"中山區";"台北市中山區建國北路三段145號";4;"公寓";1;1;"女生";"面議";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6368125;1;"0";"無";"不可以";"木板";1;"不可以";"雅房";4000
"677";1;1;"松山區";"台北市松山區敦化北路222巷";8;"電梯大樓";1;1;"女生";"二個月";0;"半年";"有陽臺";1;1;"頂樓加蓋";1;1;0;1;1;0;6368131;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";12000
"678";1;1;"大安區";"台北市大安區泰順街38巷18-5號";2;"公寓";1;1;"女生";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;0;1;6368308;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5900
"679";1;1;"中正區";"台北市中正區廈門街71巷16號";6;"公寓";1;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6368431;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"可以";"雅房";6500
"680";1;1;"大安區";"台北市大安區八德路一段43巷";3;"公寓";1;1;"男生";"二個月";1;"一年";"0";1;1;"5";0;1;1;1;1;1;6368479;1;"學生、上班族、家庭";"無";"不可以";"輕材料";0;"不可以";"雅房";5500
"681";0;1;"士林區";"台北市士林區社中街210巷";6;"公寓";0;1;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"4";0;1;0;1;0;1;6368685;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"682";1;1;"林口區";"新北市林口區麗園一街9巷";8;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"8";1;1;0;1;1;1;6368899;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6500
"683";1;1;"士林區";"台北市士林區天母北路87巷";4;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;0;0;6369053;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4300
"684";1;1;"中山區";"台北市中山區長安東路二段";5;"電梯大樓";1;1;"女生";"一個月";1;"一年";"0";1;1;"3";0;1;0;1;1;1;6369122;1;"學生、上班族";"無";"可以";"0";0;"不可以";"雅房";10000
"685";1;1;"南港區";"台北市南港區重陽路166巷";5;"公寓";0;1;"女生";"二個月";0;"一年";"0";0;0;"4";0;1;0;1;0;0;6369165;0;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5500
"686";1;1;"三重區";"新北市三重區三光街";5;"公寓";1;1;"女生";"二個月";0;"一年";"開放式格局";0;1;"5";0;1;0;1;0;1;6369195;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"687";1;1;"松山區";"台北市松山區光復北路161巷";3;"公寓";1;1;"女生";"一個月";1;"一年";"0";1;1;"5";0;1;1;1;1;0;6369304;1;"上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";7800
"688";0;1;"文山區";"台北市文山區興隆路三段192巷";3,5;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;1;1;6369483;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"689";1;1;"萬華區";"台北市萬華區漢口街二段20巷11號";5;"電梯大樓";1;1;"男女生皆可";"面議";0;"一年";"0";1;1;"B1";1;1;0;1;1;1;6369597;1;"0";"無";"不可以";"其他";1;"不可以";"雅房";4999
"690";1;1;"中正區";"台北市中正區汀州路二段253號";10;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"頂樓加蓋";1;1;0;1;0;0;6369657;1;"學生、上班族";"無";"可以";"輕材料";1;"不可以";"雅房";10000
"691";1;1;"永和區";"新北市永和區仁愛路352巷";5;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"4";1;1;0;1;1;0;6369760;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";7500
"692";1;0;"北投區";"台北市北投區行義路";7;"公寓";0;1;"男女生皆可";"一個月";0;"三個月";"有陽臺";1;0;"3";0;1;0;1;0;1;6369934;1;"0";"無";"不可以";"木板";1;"不可以";"雅房";7800
"693";0;1;"新店區";"新北市新店區安康路二段";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";0;0;"3";0;1;0;1;1;1;6370006;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"694";1;0;"文山區";"台北市文山區興德路6巷8號";6;"公寓";1;1;"男女生皆可";"一個月";0;"一年";"0";1;1;"2";1;1;0;1;0;0;6370157;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";8000
"695";1;1;"松山區";"台北市松山區撫遠街399巷12號";4;"公寓";1;0;"男生";"面議";0;"一年";"有陽臺";0;0;"3";1;1;0;1;1;1;6370348;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"696";1;1;"北投區";"台北市北投區稻香路161巷17號";6;"住宅大樓";1;1;"男女生皆可";"二個月";0;"三個月";"0";1;1;"4";0;0;0;1;0;1;6370382;1;"學生、上班族";"無";"可以";"木板";0;"不可以";"雅房";14000
"697";1;1;"中山區";"台北市中山區大直街34巷";7;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;1;1;6370393;1;"學生";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";11000
"698";1;1;"信義區";"台北市信義區忠孝東路五段";4,5;"電梯大樓";1;1;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"11";0;0;0;1;0;1;6370435;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6298
"699";1;1;"板橋區";"新北市板橋區中山路二段31號";4;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;1;1;1;1;6370513;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6800
"700";1;1;"新店區";"新北市新店區中興路二段91巷3號";7;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"3";1;1;0;1;0;1;6370696;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";11000
"701";1;1;"中正區";"台北市中正區師大路";8;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"9";1;1;0;1;0;0;6370724;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"可以";"雅房";13000
"702";1;1;"中山區";"台北市中山區吉林路154巷";1,5;"公寓";1;1;"女生";"一個月";0;"一年";"開放式格局";1;1;"5";0;1;0;1;0;1;6370783;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4500
"703";0;1;"板橋區";"新北市板橋區僑中一街80巷3弄15-3號";4,5;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"4";0;1;1;1;0;1;6370871;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";3500
"704";1;1;"文山區";"台北市文山區興隆路三段229巷";5;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"5";0;1;0;1;1;1;6370891;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"705";0;1;"新店區";"新北市新店區中興路三段214號";6;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"5";0;1;0;1;1;1;6370928;1;"0";"無";"不可以";"0";1;"不可以";"雅房";5500
"706";1;1;"士林區";"台北市士林區小西街50號";5;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6371014;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6000
"707";1;1;"板橋區";"新北市板橋區江寧路三段123巷9號";4,5;"公寓";0;1;"男生";"二個月";1;"一年";"0";0;0;"1";0;1;0;0;1;0;6371050;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"708";1;1;"大安區";"台北市大安區和平東路二段118巷";4;"公寓";1;1;"女生";"二個月";1;"半年";"有陽臺";1;1;"5";0;1;0;1;1;1;6371132;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5000
"709";1;1;"蘆洲區";"新北市蘆洲區民族路255巷";5;"公寓";0;1;"女生";"面議";0;"一年";"有陽臺";1;1;"3";0;1;0;1;0;0;6371190;0;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";4950
"710";1;1;"板橋區";"新北市板橋區漢生東路93巷";4,5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;1;1;1;1;6371348;1;"學生、上班族";"無";"不可以";"其他";1;"不可以";"雅房";5500
"711";0;1;"三重區";"新北市三重區成功路145巷";3;"公寓";1;1;"男女生皆可";"一個月";1;"半年";"0";1;1;"3";0;1;1;1;0;1;6371354;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"712";1;1;"板橋區";"新北市板橋區國慶路158巷";5;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;6371369;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"可以";"雅房";7800
"713";1;1;"汐止區";"新北市汐止區大同路二段";5;"電梯大樓";1;1;"男生";"面議";1;"一年";"0";1;1;"12";0;1;1;1;1;1;6371431;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6500
"714";1;1;"汐止區";"新北市汐止區福德一路5巷";6;"電梯大樓";0;1;"男生";"面議";1;"一年";"有陽臺";1;1;"9";0;1;0;1;1;1;6371437;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6500
"715";1;1;"大安區";"台北市大安區泰順街50巷";5;"公寓";1;1;"女生";"一個月";1;"1年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6371503;1;"學生、上班族";"無";"可以";"其他";0;"不可以";"雅房";7400
"716";1;1;"文山區";"台北市文山區指南路二段70號";4;"透天厝";1;1;"男女生皆可";"一個月";1;"一年";"有陽臺";1;1;"3";0;1;1;1;0;1;6371519;1;"學生、上班族";"平面式停車位，已含租金內";"不可以";"水泥磚牆";0;"不可以";"雅房";4800
"717";1;1;"內湖區";"台北市內湖區內湖路一段629巷";4;"公寓";0;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"1";0;1;0;1;0;1;6371607;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"718";0;1;"士林區";"台北市士林區承德路四段58巷";5,8;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6371618;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8500
"719";1;1;"大安區";"台北市大安區新生南路一段157巷";5;"透天厝";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"2";0;1;1;1;0;1;6371638;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8500
"720";0;1;"中山區";"台北市中山區撫順街20號";6;"公寓";1;1;"女生";"二個月";1;"半年";"0";1;1;"3";0;1;0;1;1;1;6371722;1;"學生、上班族";"無";"可以";"其他";1;"可以";"雅房";8400
"721";0;1;"中山區";"台北市中山區大直街34巷";3;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;0;0;6371749;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6800
"722";0;1;"永和區";"新北市永和區中正路";4;"公寓";1;1;"男女生皆可";"二個月";0;"半年";"0";1;1;"5";0;1;0;1;1;1;6371755;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";3800
"723";1;1;"中正區";"台北市中正區南昌路一段51巷";6;"電梯大樓";1;1;"女生";"一個月";1;"一年";"0";1;1;"4";0;1;0;1;0;1;6371775;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8300
"724";1;1;"大安區";"台北市大安區永康街";7;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"3";0;1;1;1;1;1;6371937;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";15000
"725";1;1;"中正區";"台北市中正區臨沂街";6;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"2";0;1;1;1;1;1;6371967;0;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";11000
"726";1;1;"大安區";"台北市大安區光復南路692巷35號";5;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"3";0;1;0;1;1;1;6371995;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"727";1;1;"大安區";"台北市大安區安和路一段11號";5;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6372122;1;"0";"無";"不可以";"0";1;"不可以";"雅房";9000
"728";1;0;"新店區";"新北市新店區三民路";5;"公寓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;0;6372206;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"729";1;1;"深坑區";"新北市深坑區北深路二段123巷";3;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;0;1;0;1;6372330;0;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5411
"730";1;1;"永和區";"新北市永和區民樂街39巷";7;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;0;0;1;6372428;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7600
"731";1;1;"內湖區";"台北市內湖區港墘路";5;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"有陽臺";1;1;"5";1;1;0;1;1;1;6372521;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7000
"732";1;1;"板橋區";"新北市板橋區民生路二段";5;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"5";0;0;1;1;0;0;6372648;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";5200
"733";1;1;"文山區";"台北市文山區羅斯福路五段79巷";4;"公寓";1;1;"男生";"一個月";1;"一年";"有陽臺";1;1;"4";1;1;0;1;0;1;6372672;1;"學生";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5600
"734";1;1;"北投區";"台北市北投區吉利街259巷";3;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";1;1;0;1;0;0;6372749;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5700
"735";1;1;"中山區";"台北市中山區民權東路一段70巷";8;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;1;0;6372838;1;"學生、上班族";"無";"不可以";"木板";1;"不可以";"雅房";8500
"736";1;1;"士林區";"台北市士林區中山北路六段";3;"公寓";0;0;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;0;1;6372894;1;"0";"無";"可以";"輕材料";0;"不可以";"雅房";7000
"737";1;1;"永和區";"新北市永和區保平路174巷";3,5;"公寓";1;1;"女生";"二個月";0;"半年";"0";1;1;"4";0;1;0;1;0;1;6373037;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"738";1;1;"板橋區";"新北市板橋區德興街28巷15號";5;"公寓";0;1;"女生";"二個月";1;"半年";"開放式格局";1;1;"頂樓加蓋";0;1;1;1;0;1;6373071;0;"學生、上班族";"無";"不可以";"水泥磚牆";0;"可以";"雅房";4200
"739";1;1;"信義區";"台北市信義區永吉路185號";3;"電梯大樓";0;1;"女生";"二個月";1;"半年";"有陽臺";1;1;"5";0;1;1;1;1;1;6373152;1;"學生、上班族、家庭";"無";"不可以";"輕材料";1;"不可以";"雅房";5000
"740";1;1;"松山區";"台北市松山區光復南路57巷";3;"公寓";1;1;"女生";"二個月";1;"半年";"0";1;1;"4";0;1;0;1;0;1;6373156;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"741";1;1;"大安區";"台北市大安區和平東路三段308巷42號";5;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;0;"3";0;1;0;1;1;1;6373209;1;"學生";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"742";1;1;"文山區";"台北市文山區興隆路一段184巷2弄2號";5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6373363;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"743";1;1;"士林區";"台北市士林區中山北路六段290巷";6;"公寓";0;1;"男生";"二個月";1;"半年";"0";1;1;"頂樓加蓋";1;1;0;1;0;1;6373469;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"744";0;1;"板橋區";"新北市板橋區英士路";6;"公寓";0;1;"女生";"面議";1;"一年";"有陽臺";1;1;"2";0;0;1;1;0;0;6373661;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6000
"745";0;0;"中和區";"新北市中和區景新街418巷";2;"公寓";1;1;"女生";"其他";1;"1月";"0";1;1;"5";0;1;0;1;0;0;6373664;0;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";3100
"746";1;0;"士林區";"台北市士林區仰德大道一段6巷";6;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"1";0;1;0;1;1;1;6373794;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"747";1;1;"中山區";"台北市中山區農安街";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;1;0;6373928;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6800
"748";1;1;"中和區";"新北市中和區民利街61巷";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;1;1;6374057;1;"學生、上班族、家庭";"無";"不可以";"輕材料";1;"不可以";"雅房";4000
"749";1;1;"大安區";"台北市大安區通化街";7;"透天厝";0;1;"女生";"二個月";1;"一年";"開放式格局";1;1;"2";0;1;0;1;1;1;6374309;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7500
"750";0;1;"大安區";"台北市大安區泰順街26巷";5;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"6";0;1;0;1;0;1;6374322;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6700
"751";1;1;"林口區";"新北市林口區中山路29巷11號";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"1";1;1;0;1;1;1;6374342;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"752";0;1;"士林區";"台北市士林區中正路223巷";4,5;"透天厝";0;1;"男生";"面議";1;"一年";"0";1;1;"2";0;1;0;1;0;1;6374430;0;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6200
"753";0;0;"中正區";"台北市中正區汀州路134巷69號";3,5;"公寓";1;1;"男生";"一個月";1;"一年";"0";1;1;"4";0;1;1;1;0;1;6374479;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4800
"754";1;1;"永和區";"新北市永和區竹林路25巷";6;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"1";0;1;0;1;1;1;6374500;1;"學生、上班族";"平面式停車位，費用另計";"不可以";"水泥磚牆";0;"不可以";"雅房";6000
"755";1;1;"新莊區";"新北市新莊區新泰路502巷";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;1;0;6374694;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4000
"756";1;1;"板橋區";"新北市板橋區僑中二街104巷";4;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6374714;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4000
"757";1;1;"三重區";"新北市三重區正義南路";6;"電梯大樓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;0;6374901;1;"學生、上班族、家庭";"無";"不可以";"木板";0;"不可以";"雅房";5000
"758";1;1;"大安區";"台北市大安區大安路一段31巷";4;"電梯大樓";1;1;"男女生皆可";"一個月";0;"一年";"開放式格局";1;1;"3";1;1;0;1;1;1;6375026;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"759";1;1;"大安區";"台北市大安區大安路一段31巷";3;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"3";1;1;0;1;1;1;6375028;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"760";0;1;"信義區";"台北市信義區虎林街104巷";5;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;1;1;1;1;6375057;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5300
"761";1;1;"士林區";"台北市士林區中山北路六段728巷12-1號";6;"公寓";1;1;"男女生皆可";"面議";0;"一年";"0";1;1;"2";0;1;0;1;1;1;6375115;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6500
"762";1;1;"文山區";"台北市文山區溪口街107巷4弄1號";6;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6375163;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"可以";"雅房";6000
"763";1;1;"文山區";"台北市文山區忠順街一段9巷";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6375475;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"764";1;1;"中山區";"台北市中山區新生北路二段119巷";4;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";0;1;"4";0;1;0;1;0;1;6375519;1;"學生、上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";7200
"765";1;1;"林口區";"新北市林口區公園路";5;"電梯大樓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"9";0;1;0;1;1;1;6375666;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"766";1;1;"中山區";"台北市中山區吉林路51巷";3;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"1";0;1;0;1;0;1;6375807;1;"上班族";"無";"不可以";"輕材料";0;"不可以";"雅房";5200
"767";0;0;"三重區";"新北市三重區中華路50巷";5;"公寓";0;1;"男女生皆可";"一個月";0;"半年";"0";1;1;"5";0;1;0;1;0;0;6376187;0;"0";"無";"可以";"木板";0;"可以";"雅房";4500
