@relation duLiTao_no_outlier
@attribute X1 numeric
@attribute X冰箱 numeric
@attribute X冷氣 numeric
@attribute X區 numeric
@attribute X地址 numeric
@attribute X坪數 numeric
@attribute X型態 numeric
@attribute X天然瓦斯 numeric
@attribute X床 numeric
@attribute X性別要求 numeric
@attribute X押金 numeric
@attribute X捷運站 numeric
@attribute X最短租期 numeric
@attribute X有陽臺 numeric
@attribute X樓中樓 numeric
@attribute X開放式格局 numeric
@attribute X桌子 numeric
@attribute X椅子 numeric
@attribute X樓層 numeric
@attribute X沙發 numeric
@attribute X洗衣機 numeric
@attribute X火車站 numeric
@attribute X熱水器 numeric
@attribute X第四台 numeric
@attribute X網路 numeric
@attribute X編號 numeric
@attribute X衣櫃 numeric
@attribute X身份要求 numeric
@attribute "X車 位" numeric
@attribute X開伙 numeric
@attribute X隔間材料 numeric
@attribute X電視 numeric
@attribute X養寵物 numeric
@attribute X現況 numeric
@attribute X總價格 numeric
@attribute 每坪租金 numeric
@data
524,1,1,內湖區,台北市內湖區康樂街76巷6號,7,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,1,1,0,1,0,0,6310974,1,學生、上班族,無,不可以,水泥磚牆,0,不可以,獨立套房,8000,1142.85714285714
579,1,1,板橋區,新北市板橋區三民路,7,公寓,0,1,男女生皆可,二個月,0,365,1,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,6312704,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,7000,1000
985,1,1,土城區,新北市土城區金城路三段73巷,7,公寓,0,1,男女生皆可,一個月,0,365,1,0,0,0,1,頂樓加蓋,0,1,0,1,1,1,6324961,1,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房,6500,928.571428571429
1306,1,1,中和區,新北市中和區員山路148巷45號,7,電梯大樓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,0,1,0,0,1,0,6335010,1,0,無,不可以,水泥磚牆,1,不可以,獨立套房,7000,1000
1425,1,1,蘆洲區,新北市蘆洲區信義路222巷,7,公寓,0,1,男女生皆可,二個月,0,365,0,0,1,1,1,頂樓加蓋,0,1,0,1,1,1,6338322,1,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房,8500,1214.28571428571
2190,1,1,新店區,新北市新店區寶宏路,7,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,0,1,0,1,0,1,6356843,1,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房,6000,857.142857142857
2196,1,1,中山區,台北市中山區新生北路一段,7,公寓,0,1,男女生皆可,二個月,1,365,0,0,0,1,1,頂樓加蓋,1,1,0,1,0,1,6356892,1,學生、上班族,無,不可以,水泥磚牆,1,可以,獨立套房,13500,1928.57142857143
2363,1,1,中和區,新北市中和區中山路二段,7,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,1,1,0,1,1,1,6360286,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,6500,928.571428571429
3352,1,1,板橋區,新北市板橋區田單街23號,7,公寓,0,1,男女生皆可,二個月,0,365,0,0,0,1,1,頂樓加蓋,1,0,0,1,1,1,6381204,1,學生、上班族、家庭,無,不可以,水泥磚牆,1,不可以,獨立套房,7000,1000
3813,1,1,永和區,新北市永和區自強街,7,公寓,1,1,女生,一個月,1,365,1,0,0,1,1,頂樓加蓋,0,1,0,1,1,1,6388929,1,學生、上班族,無,不可以,水泥磚牆,1,不可以,獨立套房,8500,1214.28571428571
